order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
388,426,52,Idli Sambhar,2025-04-06,07:48:26,Pending,410.25
389,766,41,Idli Sambhar,2023-11-04,13:31:23,Pending,599.9
390,607,59,Mutton Curry,2024-05-07,10:18:35,Cancelled,781.99
391,86,59,Mutton Curry,2025-03-26,05:13:01,Cancelled,289.72
392,182,27,Chicken Biryani,2025-09-03,00:31:14,Pending,462.66
393,693,84,Veg Burger,2025-07-26,12:09:30,Cancelled,787.06
394,183,91,Mutton Curry,2024-02-20,20:45:54,Cancelled,670.34
395,705,13,Chicken Biryani,2024-06-09,14:31:29,Delivered,468.87
396,938,22,Idli Sambhar,2025-04-05,01:51:05,Pending,228.52
397,258,44,Dosa,2024-07-28,07:24:16,Cancelled,621.57
398,628,76,Fried Rice,2024-05-04,14:15:07,Cancelled,308.67
399,723,71,Veg Burger,2024-06-28,00:24:13,Cancelled,572.72
400,540,3,Paneer Tikka,2024-09-18,16:53:38,Cancelled,938.23
401,925,77,Veg Burger,2024-07-23,05:23:26,Pending,722.62
402,393,63,Veg Burger,2025-07-01,10:30:51,Cancelled,159.93
403,922,23,Butter Naan,2025-09-03,09:03:06,Cancelled,780.49
404,39,83,Fried Rice,2025-08-08,00:09:51,Cancelled,316.15
405,287,71,Chicken Roll,2025-07-06,01:24:06,Delivered,567.15
406,933,84,Paneer Tikka,2023-10-13,23:24:50,Cancelled,940.93
407,269,54,Paneer Tikka,2023-11-25,09:10:02,Pending,392.91
408,329,26,Veg Burger,2024-11-28,22:08:21,Delivered,280.18
409,772,58,Chicken Roll,2024-07-03,05:50:08,Pending,832.41
410,124,8,Veg Thali,2024-02-01,17:23:13,Pending,166.51
411,976,58,Chicken Biryani,2024-08-25,00:04:31,Cancelled,826.13
412,84,67,Pasta Alfredo,2025-03-23,16:21:37,Pending,800.73
413,719,32,Chicken Biryani,2025-08-15,04:26:35,Delivered,245.01
414,188,2,Mutton Curry,2024-10-09,13:59:23,Cancelled,406.74
415,66,98,Veg Thali,2024-01-30,04:45:43,Delivered,143.6
416,725,100,Chicken Biryani,2024-05-07,11:04:27,Cancelled,814.75
417,83,83,Veg Thali,2024-09-22,06:23:28,Delivered,751.29
418,541,43,Paneer Tikka,2025-06-13,01:58:55,Cancelled,120.74
419,727,49,Veg Burger,2023-11-16,18:29:46,Cancelled,896.13
420,416,1,Idli Sambhar,2025-03-30,22:04:10,Cancelled,988.09
421,76,66,Cheese Pizza,2025-07-12,09:40:18,Pending,395.88
422,275,37,Fried Rice,2024-06-11,02:16:12,Delivered,842.12
423,535,49,Cheese Pizza,2025-03-16,14:46:12,Delivered,172.82
424,797,10,Veg Burger,2024-12-16,17:03:29,Pending,280.13
425,549,75,Pasta Alfredo,2025-07-26,16:44:00,Cancelled,548.95
426,181,74,Dosa,2025-05-09,21:05:09,Delivered,305.42
427,657,74,Mutton Curry,2025-07-30,04:31:01,Pending,527.4
428,860,2,Cheese Pizza,2025-07-25,00:13:13,Delivered,966.06
429,456,63,Veg Burger,2024-12-20,20:37:00,Cancelled,846.51
430,512,86,Paneer Tikka,2024-08-08,00:52:20,Pending,883.27
431,27,32,Fried Rice,2024-02-19,02:52:45,Delivered,544.09
432,687,70,Mutton Curry,2025-09-01,20:25:49,Pending,330.12
433,770,26,Pasta Alfredo,2024-02-15,04:16:00,Delivered,854.79
434,894,75,Paneer Tikka,2024-03-30,22:56:13,Delivered,368.73
435,594,34,Dosa,2023-11-26,05:32:56,Cancelled,321.84
436,963,95,Veg Burger,2024-04-06,16:50:30,Delivered,230.58
437,789,8,Fried Rice,2024-06-07,00:18:28,Cancelled,212.1
438,706,33,Veg Thali,2024-12-30,04:38:37,Cancelled,881.84
439,289,29,Paneer Tikka,2024-10-06,21:38:46,Delivered,136.86
440,642,14,Veg Thali,2025-02-14,20:57:27,Cancelled,569.11
441,150,44,Pasta Alfredo,2025-02-22,13:39:11,Delivered,871.79
442,827,67,Chicken Roll,2024-08-11,23:26:34,Delivered,286.34
443,533,51,Dosa,2025-02-03,03:28:26,Cancelled,803.19
444,768,90,Cheese Pizza,2023-10-07,18:29:06,Delivered,884.77
445,843,34,Dosa,2024-09-02,11:46:54,Pending,578.9
446,697,98,Veg Burger,2024-12-17,22:57:16,Pending,359.65
447,544,26,Chicken Roll,2024-09-29,05:44:41,Cancelled,892.79
448,280,8,Chicken Roll,2023-11-08,19:53:51,Pending,200.92
449,794,13,Veg Burger,2025-03-22,15:00:43,Cancelled,198.5
450,337,16,Idli Sambhar,2024-06-13,13:32:36,Pending,384.16
451,205,33,Idli Sambhar,2025-05-08,05:58:45,Pending,525.15
452,434,14,Veg Thali,2023-09-27,14:42:53,Pending,816.3
453,371,53,Butter Naan,2024-06-18,13:01:00,Cancelled,108.04
454,783,82,Paneer Tikka,2023-11-17,12:28:29,Cancelled,987.16
455,64,11,Paneer Tikka,2024-04-07,01:19:27,Cancelled,631.54
456,544,53,Pasta Alfredo,2024-11-20,11:01:08,Delivered,877.55
457,984,87,Dosa,2025-06-11,23:30:49,Cancelled,826.9
458,707,64,Dosa,2024-07-25,07:38:49,Pending,290.81
459,746,13,Veg Thali,2025-01-28,14:44:46,Delivered,981.27
460,808,8,Mutton Curry,2024-07-04,16:09:50,Cancelled,977.06
461,771,14,Veg Burger,2024-10-12,20:21:38,Cancelled,275.58
462,484,10,Butter Naan,2024-06-14,06:32:04,Delivered,827.8
463,48,69,Butter Naan,2025-02-16,21:26:17,Delivered,694.66
464,861,32,Butter Naan,2024-04-07,00:41:15,Cancelled,144.36
465,795,1,Fried Rice,2025-07-20,17:51:53,Cancelled,992.54
466,572,78,Chicken Biryani,2025-07-17,22:04:04,Cancelled,293.78
467,859,74,Chicken Biryani,2025-05-13,03:56:55,Cancelled,253.76
468,284,18,Chicken Biryani,2024-01-11,18:20:32,Cancelled,798.15
469,329,42,Pasta Alfredo,2023-11-23,15:16:14,Pending,286.88
470,289,51,Paneer Tikka,2024-10-01,09:28:51,Cancelled,738.89
471,88,80,Veg Burger,2023-11-24,22:45:09,Delivered,545.82
472,675,62,Cheese Pizza,2025-09-11,11:35:08,Cancelled,257.62
473,568,67,Veg Burger,2024-04-16,01:06:15,Cancelled,922.14
474,14,61,Butter Naan,2024-05-14,10:17:58,Cancelled,868.25
475,484,41,Fried Rice,2024-05-22,12:02:50,Pending,768.8
476,167,48,Mutton Curry,2024-03-01,14:49:09,Delivered,376.94
477,231,60,Dosa,2025-07-26,11:52:46,Delivered,286.44
478,211,27,Cheese Pizza,2024-07-06,05:23:12,Cancelled,636.12
479,499,99,Cheese Pizza,2024-04-01,23:27:53,Pending,426.02
480,324,12,Mutton Curry,2025-04-01,07:09:01,Delivered,163.94
481,435,76,Butter Naan,2024-03-11,01:14:30,Cancelled,983.25
482,693,25,Mutton Curry,2024-04-22,01:46:20,Cancelled,939.37
483,808,89,Veg Thali,2024-01-09,08:35:11,Cancelled,208.59
484,944,12,Chicken Roll,2024-10-12,02:45:35,Cancelled,984.36
485,616,42,Paneer Tikka,2025-01-15,19:07:42,Delivered,181.94
486,680,80,Butter Naan,2024-12-19,11:54:14,Pending,222.77
487,377,23,Cheese Pizza,2025-04-19,15:00:40,Pending,230.94
488,207,43,Pasta Alfredo,2025-06-15,15:59:40,Delivered,438.77
489,666,74,Mutton Curry,2025-05-25,20:20:24,Pending,384.63
490,252,84,Idli Sambhar,2024-01-06,10:18:38,Pending,225.39
491,743,67,Dosa,2025-07-11,08:03:36,Delivered,822.22
492,281,3,Mutton Curry,2024-09-21,23:59:44,Cancelled,847.58
493,861,94,Fried Rice,2025-05-04,22:09:14,Delivered,246.59
494,503,13,Chicken Roll,2025-07-04,16:27:34,Pending,437.56
495,600,66,Paneer Tikka,2024-08-04,17:05:26,Delivered,201.41
496,351,30,Fried Rice,2024-04-23,08:35:51,Delivered,576.44
497,284,61,Cheese Pizza,2025-01-03,22:12:52,Cancelled,926.46
498,138,22,Dosa,2023-10-09,00:56:55,Delivered,813.03
499,863,50,Butter Naan,2024-07-15,04:50:00,Pending,387.56
500,555,96,Cheese Pizza,2024-11-06,18:58:59,Delivered,391.32
501,859,66,Paneer Tikka,2025-06-25,03:33:24,Pending,194.96
502,212,29,Dosa,2025-06-08,18:01:57,Delivered,848.72
503,225,13,Veg Burger,2023-11-19,08:21:30,Delivered,131.15
504,217,63,Chicken Biryani,2023-10-10,09:51:37,Cancelled,729.36
505,870,44,Veg Burger,2024-02-03,11:29:33,Cancelled,659.16
506,214,31,Chicken Biryani,2023-09-21,02:16:54,Pending,960.23
507,543,14,Chicken Biryani,2023-12-23,05:17:31,Cancelled,400.39
508,858,35,Dosa,2025-08-17,08:29:29,Delivered,413.58
509,295,75,Veg Thali,2024-09-14,21:14:35,Cancelled,432.93
510,63,53,Mutton Curry,2023-11-11,07:49:49,Delivered,176.63
511,412,92,Paneer Tikka,2025-03-22,04:42:06,Cancelled,682.68
512,7,92,Veg Thali,2025-01-25,00:54:06,Delivered,138.26
513,784,74,Veg Thali,2024-06-27,04:11:56,Delivered,535.85
514,197,18,Veg Burger,2025-06-24,14:27:46,Pending,384.54
515,962,93,Mutton Curry,2025-03-20,09:05:57,Pending,685.24
516,497,28,Butter Naan,2024-12-24,06:37:12,Delivered,965.89
517,874,98,Dosa,2023-10-15,11:50:17,Cancelled,485.68
518,914,23,Paneer Tikka,2024-03-28,01:28:49,Pending,651.73
519,790,4,Veg Burger,2024-04-27,14:18:00,Pending,829.14
520,424,38,Chicken Biryani,2025-02-04,19:08:49,Delivered,449.26
521,322,51,Butter Naan,2025-06-26,08:08:16,Pending,288.12
522,187,66,Dosa,2025-07-02,14:11:20,Cancelled,865.45
523,816,19,Veg Burger,2024-01-04,17:12:35,Pending,891.99
524,61,54,Fried Rice,2024-12-10,12:54:32,Pending,650.75
525,331,98,Idli Sambhar,2024-04-05,15:22:19,Pending,704.45
526,763,4,Veg Thali,2024-08-05,05:52:34,Delivered,818.47
527,353,66,Idli Sambhar,2025-05-28,17:14:13,Delivered,609.51
528,143,99,Idli Sambhar,2025-01-13,08:40:25,Cancelled,599.16
529,75,3,Fried Rice,2025-03-18,21:26:38,Pending,512.95
530,498,97,Idli Sambhar,2025-06-11,09:45:29,Delivered,552.74
531,628,43,Pasta Alfredo,2024-01-15,07:42:05,Cancelled,818.29
532,730,75,Pasta Alfredo,2023-11-16,22:47:50,Pending,323.2
533,671,11,Butter Naan,2024-08-11,02:26:26,Pending,751.78
534,495,13,Mutton Curry,2025-04-27,23:19:17,Pending,633.65
535,492,70,Veg Thali,2024-09-20,10:42:52,Delivered,555.65
536,990,40,Idli Sambhar,2023-09-25,18:18:05,Pending,710.48
537,811,69,Cheese Pizza,2024-09-14,22:19:09,Pending,686.55
538,753,99,Butter Naan,2024-04-02,20:48:48,Pending,372.95
539,586,11,Mutton Curry,2025-01-01,21:06:40,Delivered,366.49
540,792,70,Idli Sambhar,2024-01-05,16:13:41,Pending,215.86
541,386,71,Chicken Roll,2025-05-30,12:47:15,Cancelled,323.38
542,735,73,Idli Sambhar,2023-10-08,16:52:46,Pending,862.45
543,765,56,Dosa,2024-09-28,16:28:16,Pending,538.28
544,524,1,Fried Rice,2023-12-26,10:31:44,Pending,307.61
545,377,47,Idli Sambhar,2024-10-22,11:57:40,Delivered,146.31
546,312,39,Chicken Biryani,2023-12-09,14:28:14,Pending,629.17
547,206,6,Chicken Roll,2025-08-09,04:08:10,Delivered,815.16
548,843,69,Cheese Pizza,2025-07-21,18:47:18,Cancelled,508.95
549,295,45,Dosa,2024-09-18,15:41:50,Pending,960.6
550,383,21,Chicken Biryani,2024-08-28,22:35:46,Delivered,899.01
551,873,27,Mutton Curry,2024-02-27,19:37:32,Delivered,167.46
552,700,84,Veg Thali,2024-01-28,23:14:04,Delivered,998.7
553,292,65,Veg Thali,2025-01-11,05:40:09,Cancelled,652.26
554,690,33,Paneer Tikka,2024-10-30,02:10:44,Cancelled,377.92
555,832,58,Cheese Pizza,2024-04-17,09:36:37,Delivered,120.58
556,759,49,Veg Thali,2023-12-11,05:15:49,Cancelled,755.67
557,274,56,Chicken Biryani,2024-05-02,20:04:52,Pending,301.18
558,67,8,Pasta Alfredo,2024-07-10,17:26:20,Pending,882.75
559,677,13,Chicken Roll,2024-09-30,09:04:52,Cancelled,655.81
560,907,16,Dosa,2025-01-19,11:49:20,Pending,688.02
561,605,42,Fried Rice,2024-02-29,13:44:10,Cancelled,501.92
562,774,72,Paneer Tikka,2023-11-06,05:36:17,Cancelled,803.65
563,451,50,Pasta Alfredo,2025-03-02,07:38:08,Delivered,270.38
564,275,89,Paneer Tikka,2024-10-30,07:18:37,Cancelled,500.14
565,621,94,Idli Sambhar,2025-08-20,06:07:16,Cancelled,499.98
566,985,70,Paneer Tikka,2024-05-25,20:42:59,Delivered,970.64
567,624,62,Idli Sambhar,2024-07-22,18:55:08,Cancelled,557.37
568,836,39,Veg Thali,2023-10-06,16:28:06,Pending,992.05
569,271,59,Pasta Alfredo,2023-11-03,00:18:56,Pending,176.23
570,576,19,Cheese Pizza,2025-07-29,09:49:50,Pending,744.18
571,178,33,Fried Rice,2025-06-19,13:08:40,Cancelled,429.85
572,435,84,Fried Rice,2024-01-02,15:09:48,Pending,856.93
573,228,28,Mutton Curry,2024-02-18,02:55:21,Pending,128.93
574,482,11,Veg Burger,2024-02-03,21:30:53,Cancelled,231.01
575,547,3,Paneer Tikka,2025-06-05,06:13:21,Pending,160.54
576,668,82,Cheese Pizza,2024-04-23,12:50:53,Cancelled,663.99
577,2,6,Idli Sambhar,2023-10-19,12:40:26,Cancelled,417.63
578,162,76,Pasta Alfredo,2024-04-27,17:57:24,Pending,660.1
579,254,36,Paneer Tikka,2024-01-25,06:52:07,Delivered,797.19
580,629,26,Pasta Alfredo,2025-01-08,04:36:11,Cancelled,383.75
581,863,3,Veg Thali,2024-10-29,01:24:10,Delivered,666.15
582,693,3,Veg Thali,2023-10-28,15:30:14,Delivered,248.91
583,964,40,Veg Burger,2024-03-20,16:51:11,Pending,428.43
584,162,23,Veg Thali,2025-02-22,21:01:45,Delivered,522.1
585,584,32,Idli Sambhar,2024-12-22,12:46:55,Pending,562.74
586,557,17,Pasta Alfredo,2025-07-29,11:58:24,Delivered,586.45
587,783,80,Chicken Roll,2025-04-17,21:46:06,Delivered,927.53
588,912,28,Pasta Alfredo,2024-07-18,11:05:45,Cancelled,650.69
589,573,33,Idli Sambhar,2024-07-01,10:22:23,Cancelled,777.94
590,953,23,Butter Naan,2025-08-03,08:09:29,Pending,575.57
591,963,25,Cheese Pizza,2024-02-06,02:54:38,Cancelled,211.94
592,865,32,Veg Burger,2024-06-11,13:53:38,Cancelled,626.32
593,893,78,Dosa,2024-01-09,06:29:12,Cancelled,828.18
594,104,5,Veg Thali,2024-07-04,07:38:14,Delivered,922.35
595,193,59,Veg Burger,2024-08-13,21:53:02,Pending,749.06
596,359,34,Veg Burger,2025-02-14,00:12:49,Pending,188.71
597,386,97,Veg Thali,2024-07-09,22:34:45,Cancelled,386.6
598,136,93,Butter Naan,2024-06-18,06:08:14,Cancelled,215.07
599,76,79,Butter Naan,2024-03-21,18:52:12,Delivered,861.33
600,221,74,Veg Thali,2024-06-15,07:54:02,Delivered,501.98
601,738,62,Idli Sambhar,2025-03-19,15:08:21,Pending,598.94
602,781,7,Fried Rice,2024-08-28,15:04:22,Cancelled,337.67
603,931,85,Paneer Tikka,2025-07-14,05:37:40,Delivered,592.44
604,341,95,Butter Naan,2024-10-08,19:37:47,Pending,266.48
605,189,52,Butter Naan,2024-03-10,00:34:43,Delivered,726.61
606,812,14,Cheese Pizza,2025-09-17,07:50:27,Cancelled,460.43
607,835,97,Veg Thali,2024-11-17,15:51:57,Pending,825.03
608,140,86,Chicken Biryani,2025-01-05,06:33:25,Cancelled,447.61
609,626,55,Fried Rice,2025-07-14,04:35:04,Delivered,750.16
610,843,4,Butter Naan,2024-12-30,10:50:26,Delivered,746.45
611,139,27,Cheese Pizza,2024-10-18,07:25:11,Delivered,295.32
612,371,63,Veg Thali,2025-02-15,20:06:14,Cancelled,987.89
613,781,31,Mutton Curry,2025-04-05,09:52:47,Pending,744.16
614,495,88,Cheese Pizza,2023-11-02,13:53:04,Cancelled,190.79
615,800,19,Idli Sambhar,2024-07-30,11:44:00,Pending,238.71
616,770,14,Chicken Roll,2024-12-12,20:34:56,Pending,827.47
617,502,64,Butter Naan,2024-01-10,01:43:46,Pending,181.62
618,497,13,Butter Naan,2024-11-21,23:24:28,Cancelled,780.13
619,984,16,Veg Burger,2025-06-04,11:45:22,Cancelled,566.45
620,679,50,Veg Burger,2025-05-07,07:10:10,Delivered,184.84
621,426,61,Veg Thali,2025-04-19,22:22:52,Pending,531.53
622,334,84,Dosa,2024-01-07,09:23:36,Pending,811.18
623,994,54,Cheese Pizza,2025-06-18,01:51:44,Pending,465.11
624,541,25,Butter Naan,2024-10-08,14:37:41,Delivered,830.57
625,399,83,Dosa,2025-01-05,05:16:11,Delivered,862.33
626,61,34,Chicken Biryani,2025-01-26,00:13:00,Cancelled,825.66
627,362,77,Fried Rice,2025-02-21,04:35:44,Delivered,455.71
628,874,82,Cheese Pizza,2024-10-28,07:04:23,Delivered,438.74
629,672,23,Dosa,2024-12-27,20:22:32,Delivered,766.42
630,491,41,Veg Burger,2025-03-12,11:05:44,Cancelled,512.26
631,795,35,Idli Sambhar,2025-07-06,21:29:03,Delivered,544.84
632,357,79,Cheese Pizza,2023-11-02,12:38:34,Cancelled,209.24
633,941,45,Mutton Curry,2025-09-05,16:31:26,Delivered,919.44
634,633,15,Pasta Alfredo,2024-04-30,08:41:47,Cancelled,293.18
635,186,89,Idli Sambhar,2024-12-12,07:27:31,Cancelled,483.12
636,84,24,Butter Naan,2024-12-10,07:57:55,Cancelled,314.37
637,16,100,Mutton Curry,2025-01-29,20:37:43,Pending,540.29
638,821,89,Chicken Biryani,2024-04-16,09:06:41,Cancelled,332.22
639,517,67,Chicken Biryani,2024-10-31,07:59:02,Delivered,376.71
640,981,53,Cheese Pizza,2025-04-07,07:39:58,Cancelled,314.98
641,498,66,Pasta Alfredo,2024-02-08,20:13:22,Delivered,916.49
642,33,18,Veg Thali,2023-10-01,14:13:31,Pending,676.93
643,372,51,Pasta Alfredo,2023-11-26,23:08:03,Delivered,124.98
644,70,33,Chicken Biryani,2023-09-30,14:27:19,Delivered,312.34
645,457,44,Paneer Tikka,2024-01-02,20:20:35,Pending,671.29
646,409,55,Veg Thali,2023-12-29,09:02:12,Pending,418.29
647,990,54,Chicken Roll,2025-05-07,05:48:37,Cancelled,641.21
648,777,47,Veg Burger,2025-06-04,07:55:00,Pending,212.73
649,701,38,Cheese Pizza,2025-05-31,04:40:47,Delivered,343.52
650,950,57,Pasta Alfredo,2025-05-20,08:24:18,Cancelled,465.02
651,936,77,Veg Thali,2023-11-08,11:07:34,Cancelled,767.67
652,229,54,Chicken Biryani,2025-06-27,08:03:53,Cancelled,275.91
653,370,76,Chicken Roll,2024-11-28,15:59:07,Pending,322.05
654,957,32,Chicken Roll,2024-07-01,15:07:20,Delivered,128.97
655,322,87,Veg Burger,2024-05-21,00:20:44,Cancelled,353.35
656,335,27,Pasta Alfredo,2025-06-22,02:53:24,Pending,494.67
657,495,19,Cheese Pizza,2024-04-20,10:36:02,Pending,164.0
658,384,42,Butter Naan,2025-03-17,08:21:03,Delivered,253.06
659,238,10,Butter Naan,2023-10-14,09:17:46,Delivered,929.38
660,943,44,Mutton Curry,2024-03-21,02:15:24,Cancelled,653.85
661,216,25,Veg Thali,2025-08-20,04:05:05,Delivered,868.28
662,230,72,Chicken Biryani,2025-04-17,14:30:21,Cancelled,380.52
663,566,73,Mutton Curry,2025-04-08,05:51:22,Delivered,529.56
664,830,32,Fried Rice,2025-07-06,18:27:07,Pending,954.51
665,980,69,Idli Sambhar,2024-11-01,15:25:56,Delivered,744.55
666,663,71,Chicken Biryani,2024-03-27,15:42:48,Cancelled,317.46
667,114,46,Paneer Tikka,2025-06-03,22:01:30,Cancelled,140.08
668,911,72,Dosa,2024-01-16,21:08:24,Delivered,242.04
669,926,55,Cheese Pizza,2023-11-14,15:12:39,Delivered,808.21
670,33,48,Pasta Alfredo,2024-09-15,15:43:44,Cancelled,917.43
671,278,77,Idli Sambhar,2025-06-24,12:58:30,Delivered,147.49
672,327,61,Paneer Tikka,2024-04-01,21:52:29,Pending,161.77
673,449,23,Chicken Roll,2025-03-11,08:55:50,Delivered,362.08
674,280,95,Pasta Alfredo,2024-09-21,13:30:11,Delivered,755.79
675,140,46,Veg Thali,2024-10-16,02:35:31,Delivered,733.45
676,864,65,Dosa,2024-03-04,15:44:08,Delivered,955.84
677,878,24,Pasta Alfredo,2024-11-04,00:34:00,Cancelled,539.54
678,89,58,Dosa,2023-10-04,15:46:03,Cancelled,301.88
679,191,10,Paneer Tikka,2024-12-31,01:51:02,Pending,106.4
680,430,11,Idli Sambhar,2025-07-24,01:18:20,Delivered,214.34
681,316,60,Butter Naan,2025-02-27,11:29:38,Pending,636.72
682,506,48,Chicken Biryani,2024-03-18,19:57:57,Delivered,675.97
683,603,26,Fried Rice,2024-06-22,04:44:43,Delivered,711.77
684,879,84,Butter Naan,2025-08-15,23:57:32,Cancelled,540.55
685,73,11,Fried Rice,2025-03-01,07:59:04,Pending,443.52
686,829,12,Butter Naan,2024-01-18,14:29:32,Pending,889.76
687,499,15,Idli Sambhar,2024-07-30,02:53:04,Pending,202.36
688,371,26,Cheese Pizza,2024-04-06,12:24:56,Delivered,245.73
689,19,20,Fried Rice,2024-09-19,14:13:13,Pending,945.39
690,523,59,Butter Naan,2025-01-23,01:21:16,Delivered,475.84
691,304,80,Veg Burger,2025-04-17,22:10:15,Delivered,181.32
692,368,77,Chicken Biryani,2024-11-05,22:18:50,Pending,530.89
693,587,86,Paneer Tikka,2023-11-10,04:04:56,Cancelled,285.42
694,122,17,Veg Thali,2024-05-15,10:00:53,Cancelled,611.26
695,738,28,Fried Rice,2024-08-12,09:42:29,Pending,764.93
696,717,16,Mutton Curry,2024-11-23,19:44:22,Cancelled,192.97
697,354,48,Veg Thali,2024-02-10,01:03:13,Delivered,954.54
698,644,43,Cheese Pizza,2025-01-19,15:49:45,Delivered,273.18
699,154,68,Idli Sambhar,2025-08-05,02:39:23,Cancelled,450.31
700,30,31,Idli Sambhar,2023-09-28,22:21:26,Pending,641.1
701,722,35,Pasta Alfredo,2024-12-13,00:36:40,Delivered,517.6
702,728,15,Paneer Tikka,2024-07-14,04:06:57,Cancelled,758.39
703,881,8,Fried Rice,2024-05-28,00:33:37,Pending,139.28
704,595,54,Veg Thali,2024-03-13,08:02:17,Delivered,549.05
705,369,62,Veg Thali,2025-07-22,02:19:38,Cancelled,111.64
706,728,50,Pasta Alfredo,2024-06-18,17:44:38,Delivered,173.55
707,967,32,Veg Burger,2025-06-24,10:03:51,Delivered,640.79
708,257,11,Chicken Roll,2023-09-21,09:04:37,Cancelled,397.39
709,538,15,Chicken Roll,2025-02-19,17:46:21,Pending,594.74
710,59,55,Dosa,2024-09-16,17:22:00,Pending,970.05
711,287,8,Butter Naan,2024-09-16,17:37:52,Cancelled,265.63
712,556,29,Cheese Pizza,2023-11-10,10:55:17,Cancelled,286.08
713,147,56,Chicken Roll,2024-04-30,00:59:32,Delivered,369.81
714,222,24,Idli Sambhar,2025-07-26,11:34:31,Cancelled,754.05
715,672,18,Veg Thali,2025-02-04,21:05:58,Cancelled,292.75
716,36,33,Veg Burger,2024-01-21,02:14:18,Pending,602.89
717,590,34,Paneer Tikka,2024-01-26,14:52:21,Cancelled,446.06
718,382,73,Idli Sambhar,2024-12-22,18:59:18,Cancelled,303.51
719,743,78,Veg Burger,2024-10-26,00:00:21,Cancelled,457.42
720,705,2,Chicken Roll,2023-11-07,16:16:48,Pending,324.03
721,67,39,Chicken Roll,2024-05-25,17:23:38,Pending,163.24
722,421,68,Chicken Roll,2025-04-10,06:49:33,Delivered,516.23
723,650,87,Pasta Alfredo,2025-06-27,11:31:18,Pending,692.38
724,372,37,Idli Sambhar,2025-03-30,06:32:51,Delivered,501.85
725,246,65,Cheese Pizza,2025-05-19,01:25:02,Delivered,520.42
726,82,31,Chicken Roll,2024-10-12,03:50:17,Cancelled,967.68
727,799,50,Idli Sambhar,2023-12-12,04:30:50,Delivered,970.47
728,635,75,Paneer Tikka,2024-11-24,20:47:00,Cancelled,138.49
729,176,35,Idli Sambhar,2024-09-15,17:02:37,Delivered,224.63
730,137,37,Paneer Tikka,2025-05-30,09:50:41,Cancelled,857.8
731,86,57,Idli Sambhar,2023-10-21,13:00:51,Pending,565.0
732,212,28,Veg Thali,2025-04-23,04:09:06,Pending,328.07
733,908,14,Chicken Roll,2024-05-15,23:59:38,Pending,389.08
734,782,20,Chicken Biryani,2023-10-09,16:14:47,Cancelled,647.2
735,723,58,Veg Thali,2024-02-11,15:38:17,Delivered,443.35
736,622,17,Veg Thali,2024-06-07,08:04:51,Cancelled,854.46
737,588,82,Veg Burger,2024-11-11,06:19:05,Cancelled,234.68
738,410,51,Paneer Tikka,2025-05-07,11:32:39,Pending,378.91
739,625,11,Paneer Tikka,2025-06-27,18:34:01,Delivered,140.55
740,654,26,Paneer Tikka,2025-03-27,22:50:27,Pending,417.98
741,770,9,Veg Burger,2025-05-02,18:09:47,Pending,249.56
742,552,3,Butter Naan,2023-11-21,10:52:54,Delivered,263.94
743,250,100,Butter Naan,2024-01-17,03:06:24,Pending,507.47
744,709,74,Chicken Biryani,2024-03-06,21:34:01,Pending,284.07
745,599,79,Cheese Pizza,2025-01-01,23:49:33,Pending,181.9
746,256,85,Pasta Alfredo,2025-07-28,17:45:55,Cancelled,349.87
747,265,9,Butter Naan,2025-03-08,08:49:19,Cancelled,289.33
748,686,38,Chicken Biryani,2024-10-06,07:06:35,Delivered,736.07
749,572,77,Butter Naan,2025-08-15,06:00:43,Cancelled,815.23
750,611,66,Mutton Curry,2024-05-31,05:00:02,Pending,690.74
751,456,86,Paneer Tikka,2024-11-10,14:30:10,Delivered,184.69
752,455,52,Chicken Biryani,2024-06-11,07:27:43,Cancelled,206.99
753,344,41,Pasta Alfredo,2025-05-03,11:24:20,Cancelled,744.56
754,204,77,Paneer Tikka,2024-03-05,18:39:50,Pending,817.25
755,937,35,Fried Rice,2024-08-27,23:46:47,Pending,226.71
756,22,69,Paneer Tikka,2025-03-18,21:17:06,Cancelled,849.62
757,776,89,Pasta Alfredo,2024-12-20,23:29:38,Pending,571.38
758,174,57,Fried Rice,2023-12-07,20:29:36,Cancelled,408.04
759,547,35,Mutton Curry,2024-04-01,23:54:49,Pending,228.73
760,582,99,Paneer Tikka,2023-09-19,13:54:01,Delivered,709.8
761,876,85,Butter Naan,2024-05-09,16:05:51,Cancelled,926.01
762,677,37,Butter Naan,2025-03-30,14:55:20,Cancelled,577.56
763,509,71,Dosa,2025-08-26,22:38:47,Delivered,791.46
764,405,68,Pasta Alfredo,2025-05-22,10:57:00,Delivered,819.4
765,977,73,Paneer Tikka,2025-08-14,03:58:25,Cancelled,314.53
766,555,74,Chicken Biryani,2025-01-24,12:10:44,Pending,137.71
767,856,56,Pasta Alfredo,2025-08-18,06:40:38,Delivered,658.33
768,609,39,Paneer Tikka,2025-01-16,18:46:22,Delivered,100.54
769,549,36,Mutton Curry,2024-06-18,08:06:38,Delivered,382.89
770,328,14,Veg Thali,2025-04-08,03:46:02,Cancelled,928.09
771,440,84,Pasta Alfredo,2025-05-27,21:23:30,Cancelled,377.64
772,317,17,Paneer Tikka,2024-01-22,08:43:41,Delivered,420.06
773,679,17,Chicken Roll,2024-09-10,17:58:34,Delivered,633.12
774,248,4,Cheese Pizza,2024-08-04,15:29:19,Pending,144.12
